iter	RMSE
0	0.6705279694
1	0.6511509754
2	0.6313572374
3	0.6131774376
4	0.5946967383
5	0.579097274
6	0.5620217776
7	0.5481590221
8	0.5334693914
9	0.5199098269
10	0.5049168301
11	0.4913006904
12	0.4792470205
13	0.4659723769
14	0.4541048372
15	0.4418495221
16	0.4303590478
17	0.4191246351
18	0.4088291015
19	0.3982724853
20	0.3889351705
21	0.3791851312
22	0.3697503464
23	0.360911247
24	0.3523786465
25	0.3443969937
26	0.3366925873
27	0.3289495431
28	0.3219563465
29	0.3139727727
30	0.3069933193
31	0.3001977955
32	0.2932969157
33	0.2866310625
34	0.2802914815
35	0.2747682516
36	0.2692737536
37	0.2633914731
38	0.2579632538
39	0.2534874178
40	0.2485454333
41	0.2437826658
42	0.239168865
43	0.2344343721
44	0.2298555891
45	0.2258396812
46	0.2217244772
47	0.2172598714
48	0.2131466229
49	0.209456932
50	0.2055507997
51	0.2014375844
52	0.19790586
53	0.1950094153
54	0.1917383972
55	0.1892737474
56	0.185992388
57	0.1828174461
58	0.1806683133
59	0.1783771454
60	0.1756432696
61	0.1732546545
62	0.1711039868
63	0.1685093219
64	0.1659642713
65	0.1637200599
66	0.1614812354
67	0.1595249614
68	0.1574239035
69	0.1553123472
70	0.1531181314
71	0.1508082374
72	0.148791378
73	0.14693826
74	0.1450401431
75	0.1432609842
76	0.1413979758
77	0.1397549353
78	0.1380737683
79	0.1363448101
80	0.134660347
81	0.1333158099
82	0.1319203409
83	0.1304999417
84	0.1294243843
85	0.1283146785
86	0.1273389643
87	0.1263999148
88	0.125079764
89	0.1240801033
90	0.1229901258
91	0.121614603
92	0.120656055
93	0.1194939049
94	0.1183539255
95	0.1174627569
96	0.1162382083
97	0.1151777186
98	0.1143831528
99	0.113385927
100	0.1125256276
101	0.1117042836
102	0.1108899327
103	0.1102532114
104	0.1093906086
105	0.1088641127
106	0.108203112
107	0.1075847303
108	0.1068184386
109	0.1062558017
110	0.1055865858
111	0.104957579
112	0.104340837
113	0.1039110629
114	0.1032305213
115	0.1026223117
116	0.1021069825
117	0.1015371676
118	0.1010421675
119	0.1008254465
120	0.1004115839
121	0.1000421554
122	0.09953743124
123	0.09907748386
124	0.09885052751
125	0.09841634555
126	0.09787040684
127	0.09760767005
128	0.09700714095
129	0.09662410625
130	0.09636010601
131	0.09604950275
132	0.0956709063
133	0.09532108389
134	0.09485305502
135	0.09449785468
136	0.0941340166
137	0.09371729318
138	0.093417286
139	0.09313797596
140	0.09272152707
141	0.09232347084
142	0.09218278522
143	0.09177229535
144	0.09138375912
145	0.09090200884
146	0.09070166753
147	0.09045631859
148	0.0901818998
149	0.08989492153
150	0.0897211479
151	0.08933656148
152	0.08897885471
153	0.08881142197
154	0.08850890882
155	0.08833545559
156	0.08812781612
157	0.08785124908
158	0.0876837697
159	0.08733504948
160	0.08712990116
161	0.08699785615
162	0.08665318589
163	0.08633332918
164	0.08606561097
165	0.08584625732
166	0.08556512783
167	0.085297613
168	0.08497591635
169	0.08462369427
170	0.08439073651
171	0.08424488153
172	0.08395134468
173	0.08360797179
174	0.08333953595
175	0.08318287249
176	0.08281300266
177	0.08268574496
178	0.08239143922
179	0.08221929204
180	0.08207642028
181	0.0818727493
182	0.0816715466
183	0.08126662663
184	0.08109553952
185	0.08087326263
186	0.08059595544
187	0.08047778555
188	0.08027134166
189	0.08006952777
190	0.0799174813
191	0.07982243513
192	0.07962641647
193	0.07941001801
194	0.0790849145
195	0.07886362047
196	0.07865562628
197	0.07851810593
198	0.07818802634
199	0.07802576445
200	0.07782060689
201	0.07759179974
202	0.07749302364
203	0.07725147031
204	0.07715778736
205	0.07706836347
206	0.07673045447
207	0.07661832193
208	0.0764363962
209	0.07602994544
210	0.07579458511
211	0.0756310508
212	0.07535386474
213	0.07525171944
214	0.07516419069
215	0.07487847925
216	0.07468679856
217	0.07458782799
218	0.07447729415
219	0.07431700786
220	0.07425455261
221	0.07417601541
222	0.07403591124
223	0.07381199854
224	0.07360337435
225	0.07343759599
226	0.07336441273
227	0.073282621
228	0.07321812498
229	0.07315187779
230	0.07308765228
231	0.07285696955
232	0.07258328345
233	0.07234497079
234	0.07228400999
235	0.07209697727
236	0.07201384342
237	0.0719500167
238	0.07185327278
239	0.07169804025
240	0.07151524722
241	0.07121556479
242	0.07114377528
243	0.07102234197
244	0.07083805744
245	0.07076940894
246	0.07070761293
247	0.07063321164
248	0.07049058411
249	0.07044121675
250	0.07035253062
251	0.07020917984
252	0.07006190418
253	0.06980892053
254	0.0697580596
255	0.06953288156
256	0.06935345979
257	0.06927130313
258	0.06922502623
259	0.0691378839
260	0.0690757323
261	0.06879480049
262	0.0687546671
263	0.06858476033
264	0.06845418095
265	0.06840206637
266	0.06822066707
267	0.06817650683
268	0.06813945241
269	0.06799856035
270	0.06785785817
271	0.06781695708
272	0.06777396793
273	0.06755348093
274	0.06733434899
275	0.06716613897
276	0.06702401259
277	0.06698795769
278	0.06693068001
279	0.06678888353
280	0.06675997405
281	0.06670927289
282	0.06668182758
283	0.06657078888
284	0.06654545412
285	0.066506812
286	0.06642772778
287	0.06640396646
288	0.06636674354
289	0.0661897078
290	0.06604821572
291	0.06600727207
292	0.06594948546
293	0.06589664121
294	0.06585896232
295	0.06579109887
296	0.06571793543
297	0.06551293143
298	0.06546662341
299	0.06530326441
300	0.06526754996
301	0.06524052142
302	0.06509913459
303	0.06506661831
304	0.06504210236
305	0.06500912212
306	0.06497945847
307	0.06493500612
308	0.06489970153
309	0.06487071655
310	0.06474840662
311	0.06461549107
312	0.06459388746
313	0.06454191056
314	0.06451568365
315	0.06442726703
316	0.06427653144
317	0.06419991005
318	0.06416438167
319	0.06413673676
320	0.06405210166
321	0.06393024781
322	0.0639022613
323	0.06371695871
324	0.06358821483
325	0.06345811701
326	0.06343310922
327	0.06340604264
328	0.06338370085
329	0.06331063691
330	0.06326921064
331	0.063169291
332	0.06314517417
333	0.06311347632
334	0.06297662133
335	0.06289911107
336	0.06285196888
337	0.06282732674
338	0.06280611307
339	0.06278122467
340	0.06273812959
341	0.06267745337
342	0.06264504216
343	0.06261539749
344	0.06247377922
345	0.06236888887
346	0.06232411649
347	0.06230470189
348	0.06217545396
349	0.06214666066
350	0.06212608591
351	0.06210683077
352	0.06201788967
353	0.06198164782
354	0.06180468698
355	0.06169652975
356	0.06158844779
357	0.06145057763
358	0.06138494457
359	0.06134447657
360	0.06131741136
361	0.06129165992
362	0.06112118056
363	0.06100664771
364	0.06095385065
365	0.06093512794
366	0.06081207701
367	0.06078630731
368	0.06073453861
369	0.06071173093
370	0.06050141847
371	0.06047560887
372	0.06045555361
373	0.06043289968
374	0.06027114763
375	0.06024642268
376	0.06022692209
377	0.06008657107
378	0.05995333178
379	0.0598897713
380	0.05979039647
381	0.05971779978
382	0.05963145391
383	0.0595683539
384	0.05949305322
385	0.05946995752
386	0.05928833103
387	0.05927210734
388	0.05925485232
389	0.05923506976
390	0.0590845983
391	0.05897992443
392	0.05886544758
393	0.05878555966
394	0.05876142059
395	0.05865938068
396	0.05852944946
397	0.05843625981
398	0.05833807272
399	0.05825847805
400	0.05823565181
401	0.05814181241
402	0.0580017123
403	0.05786010193
404	0.05784498277
405	0.05773774174
406	0.05758935553
407	0.05757331423
408	0.05755249698
409	0.05746462328
410	0.05733755167
411	0.05722750494
412	0.05703866472
413	0.05702198245
414	0.05696486031
415	0.05692404683
416	0.05684676908
417	0.05668130598
418	0.05659218579
419	0.05650004665
420	0.05635489051
421	0.0562639744
422	0.05616334702
423	0.05603720543
424	0.05601556101
425	0.05599754438
426	0.05597852444
427	0.05595628264
428	0.05594055854
429	0.05589940846
430	0.05581980496
431	0.05579328352
432	0.05574967809
433	0.05572588217
434	0.05568762375
435	0.05555558342
436	0.05546590925
437	0.05545034487
438	0.05532167828
439	0.05530667126
440	0.05526155808
441	0.0552460849
442	0.05508907637
443	0.05500192441
444	0.05491043788
445	0.05489870642
446	0.05478350502
447	0.05465784767
448	0.05460722961
449	0.05456176748
450	0.05447361637
451	0.05438063744
452	0.05430301558
453	0.05429365977
454	0.05411159389
455	0.05410176507
456	0.05400446502
457	0.05396765708
458	0.05387727717
459	0.05386554744
460	0.05381952785
461	0.05370826256
462	0.05366244561
463	0.05362175989
464	0.05354355893
465	0.05349323474
466	0.0533764242
467	0.05333248027
468	0.05325078976
469	0.0531430828
470	0.05300971293
471	0.05299600907
472	0.0528837398
473	0.05277768434
474	0.0527057075
475	0.05261772151
476	0.05253626938
477	0.05246753292
478	0.05236180259
479	0.05229404201
480	0.05220243197
481	0.05218322296
482	0.0521120048
483	0.05206636416
484	0.05203217392
485	0.05200221344
486	0.05192821946
487	0.05187072181
488	0.05176114912
489	0.05163925389
490	0.05161127638
491	0.05151471084
492	0.0514167383
493	0.05140590972
494	0.0513581034
495	0.05132998089
496	0.05123015236
497	0.05108280356
498	0.05106259496
499	0.05100994109
500	0.05095658242
501	0.05094317213
502	0.05084691048
503	0.05082366624
504	0.05066503843
505	0.05061535185
506	0.05053151904
507	0.0504681034
508	0.05039985854
509	0.05028095179
510	0.05020653001
511	0.05013942168
512	0.05003040223
513	0.05001682738
514	0.04996495417
515	0.04988584944
516	0.04978320387
517	0.04977090265
518	0.04968357067
519	0.04967155157
520	0.04952813083
521	0.04943663411
522	0.04942924584
523	0.04941940151
524	0.04928968044
525	0.04927587437
526	0.04921896201
527	0.0491948869
528	0.04906922095
529	0.04896550793
530	0.04890012084
531	0.04878803662
532	0.04864334852
533	0.04855272459
534	0.04850809725
535	0.0484174819
536	0.04839750675
537	0.0483845098
538	0.04830605373
539	0.048234552
540	0.04820075151
541	0.0481749037
542	0.04816456023
543	0.04810141841
544	0.04803338671
545	0.04802301147
546	0.04800186164
547	0.04788297972
548	0.04779904599
549	0.04773452422
550	0.04763865992
551	0.0475404853
552	0.04746357056
553	0.04733923409
554	0.04726524745
555	0.04720172094
556	0.0471360098
557	0.04708274579
558	0.04704588595
559	0.047035897
560	0.04699036782
561	0.04693411905
562	0.04688606055
563	0.04678557487
564	0.04677097701
565	0.04668657139
566	0.04666857091
567	0.04660733627
568	0.04659199959
569	0.0465318639
570	0.04652313369
571	0.04647213976
572	0.04646365207
573	0.04645514469
574	0.04644458156
575	0.04634911346
576	0.04634077049
577	0.04633086476
578	0.04632359119
579	0.0462619036
580	0.04617864446
581	0.04609021007
582	0.04608338457
583	0.04605069178
584	0.0460147467
585	0.04592901303
586	0.04581714487
587	0.04572666655
588	0.04564058183
589	0.04559882081
590	0.04553353193
591	0.04544184143
592	0.04538758181
593	0.0453282835
594	0.04532177508
595	0.04526739257
596	0.04519281542
597	0.04518549681
598	0.04512673429
599	0.04511151738
600	0.04510405913
601	0.04508318546
602	0.04504420345
603	0.04494632038
604	0.04486512362
605	0.04483413518
606	0.04476906948
607	0.04475867576
608	0.04468305355
609	0.04458544076
610	0.04457439936
611	0.04448021837
612	0.04441625005
613	0.04435036499
614	0.04429649747
615	0.04424727002
616	0.04423156443
617	0.04419218262
618	0.04418049986
619	0.04417565366
620	0.04412089505
621	0.04411415924
622	0.04402511376
623	0.04392252228
624	0.04381924873
625	0.04375654879
626	0.04374879063
627	0.04371314727
628	0.04365251738
629	0.0436226223
630	0.04359431966
631	0.04354528824
632	0.04342253406
633	0.04341308481
634	0.04334004091
635	0.04332336979
636	0.04322020073
637	0.04317859663
638	0.04310941201
639	0.04306118178
640	0.04305015222
641	0.04304215363
642	0.04292245409
643	0.04283089397
644	0.04273056535
645	0.04268617798
646	0.04267720187
647	0.04261029319
648	0.04260419999
649	0.04250167208
650	0.04246017633
651	0.04239234223
652	0.04230563008
653	0.04220128819
654	0.04219260355
655	0.04211879789
656	0.04211391995
657	0.04210736536
658	0.04205097198
659	0.04199837464
660	0.04195550487
661	0.04189503934
662	0.04181087615
663	0.04178234213
664	0.04175391445
665	0.04174466292
666	0.04171354457
667	0.0416766393
668	0.04159846914
669	0.04157878588
670	0.04152144746
671	0.04145442907
672	0.0413677014
673	0.04129053109
674	0.04121543984
675	0.04118528022
676	0.04113805541
677	0.04108859147
678	0.04103931532
679	0.04097893377
680	0.0409326818
681	0.04086025938
682	0.04075608572
683	0.04068943313
684	0.04062152439
685	0.04055283552
686	0.04049650596
687	0.04048213276
688	0.04045729955
689	0.04041700292
690	0.0403762138
691	0.04034846073
692	0.04028952107
693	0.04021574743
694	0.04017124741
695	0.04009451569
696	0.04006202345
697	0.04001925658
698	0.03994064337
699	0.03990450583
700	0.03985953565
701	0.03984162573
702	0.03979377946
703	0.03977723089
704	0.03973800127
705	0.03965026128
706	0.03960966106
707	0.03959390513
708	0.03957571299
709	0.03951800028
710	0.03947780553
711	0.03938739717
712	0.0393480239
713	0.03932228106
714	0.03928915897
715	0.03924284468
716	0.03916347146
717	0.03909677951
718	0.03902121207
719	0.03898163959
720	0.03893853813
721	0.03889132918
722	0.03888625555
723	0.03880564252
724	0.03877840587
725	0.03872800832
726	0.0387131307
727	0.0386679074
728	0.03858115335
729	0.03853181
730	0.03851902106
731	0.03849986619
732	0.03844760641
733	0.03842256106
734	0.0383720316
735	0.03835123872
736	0.0383466616
737	0.03831342581
738	0.03828009524
